final_text,Sentiment,label
earnings per share eps 2005 decreased eur0 66 eur1 15 2004,neutral,1
srv raise holding company summer 2008 majority,positive,2
operating loss totalled eur 40 mn compared profit eur 86 mn second quarter 2008,negative,0
$ crk time accumulate long position far upside downside,positive,2
sale volume cocacola 's market share decreased 22 % 242 %,negative,0
finnish financial software solution developer basware oyj said net profit fell 884000 euro $ 12 mln first quarter 2007 20 mln euro $ 27 mln year earlier,negative,0
finland snow storm brought tree power line cutting electricity 2000 household,negative,0
helsinki afx cargotec said bought 95 pct stake indital construction machinery ltd bangalorebased company make fork lift truck mobile crane undisclosed sum,neutral,1
month ago teva vice chairman phillip frost marathon venture capital fund tase mara sold protalix share,neutral,1
$ inve see ya $ 8,positive,2
following move stora enso holding newpage remain unchanged,neutral,1
$ slv po saying 2 year going lower forget go short,negative,0
capacity ease seikku sawmill pori alholma sawmill pietarsaari result 60 people laid around six week starting midmay said,negative,0
finnish financial software solution developer basware oyj said net profit fell 884000 euro $ 12 mln first quarter 2007 20 mln euro $ 27 mln year earlier,negative,0
underground parking facility also built basement floor,neutral,1
company reported net sale 302 mln euro $ 4416 mln operating margin 16 pct 2006,neutral,1
company said estimate make slight profit thanks costcutting measure,positive,2
look like booking one way ticket 40 week near 50 losing 10 week $ lulu httpchartly7xb9h9b,neutral,1
according company addition normal seasonal fluctuation market situation weakened autumn 2008,negative,0
rollsroyce win $ 92 billion order emirate airline,positive,2
come short marchin ' $ gmcr lovin ',negative,0
diluted earnings per share eps stood eur 025 versus eur 042,negative,0
south african sappi become largest foreign forest industry company operating finland result acquisition finnish mreal corporation 's graphic paper business unit,positive,2
optimistic $ amzn fundementals chart look like poopoo quarter,negative,0
credit cover approximately 70 % ship 's price,neutral,1
konecranes oyj kcr1v fh fell 55 percent 2051 euro biggest fall since june,negative,0
incident happened 230 pm avenue 192 road 196,neutral,1
$ bbby stock option trade would doubled money httpstcooa0loirijl via thestreet,positive,2
royal mail chairman donald brydon set step,negative,0
high court finland fined seven local asphalt company lion $ 117 million operating cartel,negative,0
companieslse add exsec head schapiro board,neutral,1
kalnapiliotauro grupe kalnapilistauras group owned denmark 's royal unibrew raised market share 252 percent 2391 percent beer sale nine month jumped 114 percent 5299 million liter,positive,2
tesla model x recall add reliability issue $ tsla httpstcojvxq4doxnp,negative,0
subdivision made sale revenue last year eur 4807 million eur 4149 million 2008 operating profit eur 445 million eur 74 million,positive,2
$ sina even though report untrue proven unture damage done one want touch,negative,0
loss third quarter 2007 eur 03 mn smaller loss second quarter 2007,positive,2
update 2pricey beer lift sabmiller 's quarterly underlying sale,positive,2
technopolis st petersburg government signed cooperation memorandum october 2005 set technopark neudorf production zone village strelny st petersburg suburb,positive,2
european stock hover near 3week low dialog bhp slump,negative,0
result transaction aggregate holding burrill life science capital fund lp decreased 5 per cent total number share vote company,negative,0
nyse owner ice considers offer lse,positive,2
production plant based neste oil 's proprietary technology use flexible input vegetable oil animal fat,neutral,1
omx nordic 40 omxn40 index comprising 40 traded nordic stock nasdaq omx exchange closed 087 % 106414 point thursday,negative,0
transaction would increase earnings per share first quarter eur0 28,positive,2
representative body swedish meat approved improved offer finnish hk ruokatalo acquire company,positive,2
bridge part highway 14 development project,neutral,1
transaction tikkurila powder coating related operation,neutral,1
x mark recall tesla recall modelx faulty 3rd row seat httpstcohsqdovry07 $ tsla httpstco4cs3cnzebb,negative,0
$ aapl downgrade bias stock buy,positive,2
sysopen digia plc press release 7 february 2006 ibm finland rewarded distinguished partner company 2005,positive,2
finnish department store group stockmann planning acquire eur 141mn directed issue right offering,neutral,1
technopolis st petersburg government signed cooperation memorandum october 2005 set technopark neudorf production zone village strelny st petersburg suburb,positive,2
according swedish authority trace toxic osmium tetroxide found coast perñmeri northernmost part gulf bothnia,negative,0
3 january 2011 finnish flag carrier finnair oyj hel fia1s said today sealed nineyear sale leaseback agreement newest airbus a330 aircraft syndication japanese operating lease market,positive,2
brazilian mobile player telemig celular yesterday announced selected finnish software developer tecnomen oyj expand prepaid billing system,positive,2
st petersburg oct 14 primetass finnish tire producer nokian tyre plan invest 50 million euro expansion tire plant city vsevolozhsk russia 's leningrad region 2011 company 's president kim gran told reporter thursday,positive,2
deutsche bank downgrade starbucks new loyalty program httpstcoiy4lcugabc $ sbux,negative,0
aim achieve eur 25 mn yearly saving,positive,2
finnish forest machinery manufacturer ponsse 's net sale grew eur 513 mn first quarter 2010 eur 375 mn corresponding period 2009,positive,2
sony ericsson nokia dominated list bestselling handset five model,positive,2
lloyd banking group 's share price lift amid report bank poised axe hundred uk job,positive,2
dixons carphone profit boost strong sale,positive,2
tiimari latvian representative ineta zaharova said company earned lvl 122000 2005 profit 20 time 2004,positive,2
divestment raisio 's margarine business may 2009 gave company clearer focus grainbased product,positive,2
company 's net sale 2010 totalled meur 3114 operating margin 139 per cent,neutral,1
share sale foreign finnish investor expected raise euro300 million u $ 380 million,neutral,1
$ gld httpstksco44ow closer inspection resistance 10 point north 200d downward trendline chart 2 2,negative,0
peer peugeot fell 081 pct sale rose 63 pct period last year,negative,0
update 3bp settle oil spillrelated claim halliburton transocean,negative,0
adp news jan 13 2009 finnish industrial environmental measurement equipment maker vaisala oyj omx vaias said yesterday develop operational reference radiosonde climate change observation,neutral,1
locked $ fb put nice gain,negative,0
time sale development russia boosted opening stockmann nevsky centre st petersburg,positive,2
$ pay 2nd time test 212030 bo zone still breaking moved stop 2080,neutral,1
q1 2010 bank àland 's net interest income increased eur 91 mn eur 97 mn,positive,2
vaisala oyj stock exchange release 26032010 klo 0900 1 1 annual general meeting vaisala oyj decided march 25 2010 approve company 's annual account 2009,neutral,1
ftse 100 drop 25 pct glencore metal price fear,negative,0
investor continue interested company 's share although quite cheap affarsvarlden said,positive,2
company also featured ethibel pioneer investment register included innovest 's global 100 list world 's sustainable corporation,positive,2
navteq commanding lead installed map data system north american vehicle may leader turnbyturn navigation data offered service onstar north america said analyst phil magney telematics research group minnetonka minn,positive,2
reason behind estimate include rise 2008 rent level several fullyleased office retail property completed added company 's investment property portfolio,neutral,1
basware invoice processing basware contract matching basware order matching basware kpi reporting tool part basware 's enterprise purchase pay product suite,neutral,1
2009 stora enso 's net loss eur 8797 million compared eur 6734 million previous year,negative,0
finnish solution provider affecto oyj hel afe1v said today slipped net loss eur 115000 usd 152000 second quarter 2010 profit eur 845000 corresponding period year earlier,negative,0
bank forecast finland 's gdp grow 2 % 2010 2011,positive,2
national conciliator juhani salonius met party wednesday said far apart view propose mediation,negative,0
finnish technology company raute corporation omx helsinki rutav issued tuesday 23 september profit warning financial year 2008,negative,0
new partnership agreement represents significant milestone party,positive,2
end review period nordic aluminium 's order book stood eur 877 mn compared eur 704 2005,positive,2
christmas save sainsbury 's plc tesco plc,negative,0
high court finland fined seven local asphalt company lion $ 117 million operating cartel,neutral,1
energy shot packed 100millilitre bag screw cap,neutral,1
ssh communication security corp stock exchange release october 14 2008 245 pm company update full year outlook estimate result remain loss full year,negative,0
saudi aramco shell plan break motiva divide asset,negative,0
jan 6 ford struggling face slowing truck suv sale surfeit uptodate gottahave car,neutral,1
$ rimm $ spx $ nya $ compq $ djia going,negative,0
group 's operating loss eur 08 mn profit eur 25 mn 2004,negative,0
finnair 's tallinnbased subsidiary aero carried 23335 passenger decline 608 % route helsinki baltic capital within southern finland,negative,0
diesel margin remained high,positive,2
company exported twenty european country well africa,neutral,1
earnings per share eps 2005 amounted loss eur1 26,neutral,1
's,neutral,1
currency effect 30 pct 20 mln euro $ 313 mln negative impact revenue,negative,0
czech republic profiling unit ostrava closed machinery relocated ruukki 's bigger plant hungary poland romania end first quarter 2009,neutral,1
ace limited 17 year dividend growth streak plan 33 % dividend hike httpstksco1bue $ ace,positive,2
virala oy ab allocated board director amount eur 19 million eur 025 million lower maximum announced 12302010,neutral,1
however rapidly increasing cost strengthening euro challenging whole industry impacted result ``,neutral,1
trade accordance agreement announced 26 march 2008,neutral,1
$ spy bull move ended waiting next setup,negative,0
update 3bp settle oil spillrelated claim halliburton transocean,negative,0
initially company said maximum 15 people would made redundant parent company 15 subsidiary,negative,0
upmkymmene upgraded inline ' underperform ' goldman sachs,positive,2
've feeling quite positive region whole,positive,2
recruitment related relocation stora enso 's research operation karlstad central sweden,neutral,1
value kind order amount usually euro 2 3 million,neutral,1
external net sale printing business fell 437 % partly due termination printing contract ilkkayhtyma 's printing house iprint oy sector player hs medium ab december 2009 fall printing price,negative,0
thanks multiplying effect wagon performance transport much efficient `` say development manager juha malkia vr cargo,positive,2
upon completion sale proha would get usd12 7 stake artemis,neutral,1
$ athn seems like good short setup stop 50 day position,negative,0
company withdrawing second part eur 72 mn investment commitment,neutral,1
elcoteq proven track record electronics manufacturing service em global factory network coupled modern manufacturing equipment consistent system process,positive,2
analyzed kaupthing bank sweden found business fit well alandsbanken `` said alandsbanken 's chief executive peter wiklof statement,positive,2
pretax profit totalled eur 808 mn compared loss eur 131 mn corresponding period 2009,positive,2
$ aapl taking short punishing reminder spear strongest herd,positive,2
total need staff cut corresponds 300 manyears,negative,0
furthermore efficiency improvement measure initiated earlier bearing fruit `` ceo jan lang said,positive,2
operating profit sale threemonth period increased respectively eur0 3 eur13 1 compared corresponding period 2005,positive,2
cut bring outdoors birchbranch coaster,neutral,1
financial detail reported,neutral,1
sweden agreement cover data communication service well,neutral,1
$ qcor little pullback fine erases today gain believe manipulation capable,negative,0
operating profit totaled eur 94 mn eur 117 mn 2004,negative,0
method system controlling hard disk drive using multimediacard physical interface `` invented marko ahvenainen ruutana finland,neutral,1
standard chartered 's share plunge 7 % fitch downgrade,negative,0
time profit company increased 10 % h1 reached l 79000,positive,2
tieto looking energy solution would best support idea sustainable development happy able provide solution saysjouni haikarainen vice president fortum,positive,2
order worth eur 8mn,neutral,1
helsinki afx nokian tyre reported fourth quarter pretax profit 615 mln eur 486 mln back strong sale,positive,2
operating cash flow investment totalled eur 613 mn compared eur 753 mn corresponding period 2007,negative,0
nasdaq omx geo1v gypsii business unit developer awardwinning gypsii mobile social networking application today announced availability free download via samsung mobile application store,neutral,1
ocbc buy barclay 's wealth management unit singapore hong kong,positive,2
ollipekka laine appointed chairman erkki pehulehtonen vice chairman board,neutral,1
course 'll direct access nokia 's ovi store 'll lot fun downloading favorite medium,neutral,1
igrid show $ dia capped long term range 12340 12477any rally beyond today 's level range lead meltdown,negative,0
operating loss amounted eur 08 mn compared profit eur 39 mn year earlier,negative,0
mt theacsman amazing seeing everyone suddenly touting $ msft long favorite covered call double dip dividend play,positive,2
arcelormittal chief executive officer lakshmi mittal already cut output furnace,negative,0
decision mean temporary layoff fixed duration company 's nastola jyvaskyla unit southern central finland respectively,negative,0
term disclosed,neutral,1
finnish samporosenlew manufacture approximately seven forest machine monthly half machine exported,neutral,1
finnish software developer basware oyj said november 30 2006 u subsidiary basware inc order provide software contract lifecycle management unnamed u medical technology company,positive,2
sainsbury sale slip price pressure take toll,negative,0
$ aapl pivot area intraday chart break could send 50day sma 45780 httpstkscojpbn,positive,2
finnish kemira 's net sale eur decreased eur 12596 mn januaryjune 2009 eur 14251 mn januaryjune 2008,negative,0
recently company decided build second identical plant site due commissioned toward end 2008,neutral,1
according arokarhu purchase scanned cash register computer disappeared total sum key pressed,negative,0
according report neomarkka kuitu finland 's customer interested buying company 's product restarts production,positive,2
ruukki announced signed agreement aker solution norway supply 24 suction anchor september 2010 kalajoki unit finland,positive,2
basic banking activity continued normal,neutral,1
company make garden tool scissors consumer good said earnings boosted 69 mln eur income received 167 pct shareholding finnish engineering group wartsila,positive,2
brazilian mobile player telemig celular yesterday announced selected finnish software developer tecnomen oyj expand prepaid billing system,positive,2
neste oil corporation refining marketing company concentrating clean highquality traffic fuel,neutral,1
fsecure developer security solution service internet service provider mobile operator announced result annual online wellbeing survey,neutral,1
profit tax amounted eur 565 mn eur 2329 mn year ago,negative,0
1429 cet monday share bavarian nordic climbed 121 % dkk250 stock exchange copenhagen lost 741 % past month,positive,2
helsinki october 22 2008 ssh communication security corp board director information please contact tomi laamanen chairman tel 358 0 400 609 544 distribution nasdaq omx helsinki ltd,neutral,1
cargo traffic fell 1 % yearonyear 8561 tonne september 2009,negative,0
cargotec 's brand hiab kalmar macgregor global market leader field solution used land sea wherever cargo move,neutral,1
finnish suominen flexible packaging cutting 48 job unit tampere two nastola finland,negative,0
tesla voluntary recall 2700 model x vehicle due back seat issue $ tsla httpstconpakc3u6gs,negative,0
empresa de desarrollo urbano de quito innovaruio ecuador commissioned poyry prepare feasibility study new urban rapid mass transit system,neutral,1
significant milestone benefon helping u secure critical usp 's personal navigation product roadmap 2007 beyond `` commented simon button chief technology officer benefon,positive,2
share bae system hit 10month high rating upgrade,positive,2
russian export duty activate harvesting finland sale russia increase also,positive,2
currently plant operates full capacity,neutral,1
jun 25 2008 boy genius report delivered newstex nokia nyse nok n78 huh,neutral,1
sale rose 3009 mln eur compared last year 's 2761 mln eur line 299 mln eur consensus figure,positive,2
taking cue playbook east dillon lion 've created special team heavyhitting style player bootcut jean tummy top course cowboy boot,neutral,1
making matter difficult company said grappling higher oil gas price pushed cost energy raw material transportation,negative,0
operating profit totaled eur 94 mn eur 117 mn 2004,negative,0
air traffic finland stoppage since,negative,0
deal includes entire personnel planmill oy transfer new company socalled old employee,neutral,1
british american tobacco drop sue pwc pollution scandal,negative,0
stocktwits kbkiwi $ tsla tesla model sale exceed target profitability guidance amended upward httpstkscojq0w,positive,2
report examines medical equipment business structure operation history product provides analysis key medical equipment revenue line,neutral,1
order plywood mill machinery equipment announced finnish raute september 2006 delivered thebault plyland france,neutral,1
operating result showed loss eur 29 mn year showed profit eur 06 mn,negative,0
efore 's presence also open new interesting development opportunity student `` dean faculty electronics communication automation tkk said,positive,2
's high figure european scale `` noop said recalling however also includes beer bought finnish tourist,neutral,1
finland 's technopolis planning bring first section technopark stream st petersburg end 2008 kari mikkonen vice president technopolis told reporter helsinki,neutral,1
$ gtat reenter short bounce,negative,0
eurochem cfo andrey ilyin said facility mark another important step eurochem securing longterm financing necessary potash strategic project ``,positive,2
intertek group announces strategic update outlining plan,neutral,1
finnish security privacy software solution developer stonesoft oyj said january 7 2008 preliminary sale stonegate product grew 59 pct yearonyear 36 mln euro $ 53 mln fourth quarter 2007,positive,2
navteq commanding lead installed map data system north american vehicle may leader turnbyturn navigation data offered service onstar north america said analyst phil magney telematics research group minnetonka minn,positive,2
hand finnish sawmill ' production decreased even,negative,0
airline 's share price closed slightly x20ac 1251 $ 15us 74 helsinki,negative,0
activision blizzard medium network announces record esports viewership httpstco729biqlbtk $ atvi partnered $ hdsi 9 tournament,positive,2
frost sold share $ 19 million $ 6067 12 per share compared friday 's high $ 1133 low $ 1014,neutral,1
operating margin however slipped 144 % 151 % dragged poor performance enterprise solution,negative,0
sanoma learning literature offering print digital learning material present eleven country,neutral,1
omx helsinki 25 index 092 pct 251867 helsinki cap portfolio index 091 pct higher 471119,positive,2
city spirit sink diageo come short sale slide,negative,0
operating profit totaled eur 94 mn eur 117 mn 2004,negative,0
share purchase completed financing also provided expand latvia 's broadband infrastructure develop new area business including acquisition company ``,positive,2
26 october 2010 finnish environmental management company lassila tikanoja oyj hel lat1v lt said today net profit declined eur20 9 first nine month 2010 eur27 6 period year earlier,negative,0
ab inbev offer sabmiller $ 3 billion breakup fee,positive,2
finnish telecom software developer tecnomen oyj said december 5 2006 $ 33 mln 25 mln euro order supply expansion charging messaging system mobile fixed network brasil telecom,positive,2
$ rsol bought 3500 share today,positive,2
turnover surged eur61 8 eur47 6 due increasing service demand especially third quarter overall growth business,positive,2
germanwings disaster affect image budget air travel easyjet,neutral,1
2 turnaround buy 2016 bhp billiton plc home retail group plc,positive,2
operating profit decreased eur 112 mn eur 166 mn,negative,0
building home improvement trade sale decreased 225 % eur 2014 mn,negative,0
$ tsla wish put back see find support around 24339 pop get back httpstcohfklq3wobv,negative,0
divestment line company 's plan focus selected growth segment streamline corporate structure company explained,positive,2
ab inbev ups offer sabmiller deadline loom,positive,2
key price watch $ nflx previous double top reject 21823 httpstkscosiyn,negative,0
$ slw weekly $ 34 call 2895 % 23 x 25 321 volume worth chance jmho httpstksco1qfg,positive,2
airline estimated cancellation flight due closure european airspace process recommencing traffic caused company loss eur20m including cost stranded passenger ' accommodation,neutral,1
operating loss amounted eur 08 mn compared profit eur 39 mn year earlier,negative,0
return capital employed roce negative 23 % compared 113 % 2007,negative,0
1259 pm omx helsinki 25 index 032 pct lower 269481,negative,0
philippine ' san miguel say partner kirin bid sabmiller 's,positive,2
uncertainty cloud longterm outlook ``,negative,0
$ aapl afternoon selloff usual brutal get ready lose ton money,negative,0
$ aapl aapl finally breaking 49 buyback week look aapl test 120 support area,negative,0
company reported today operating loss eur0 1 net sale eur4 5 first quarter 2008,negative,0
restructuring measure affect production packaging printing material,neutral,1
network test business part elektrobit 's test automation business segment employ 39 people finland 22 people abroad mainly u asia,neutral,1
4 beatendown internet company may ripe takeover target twitter $ twtr linkedin $ lnkd yahoo $ yhoo groupon $ grpn,positive,2
mr lee said hoped neste 's move pave way collaboration project two country ',positive,2
earnings per share eps amounted eur0 98 loss eur0 02,positive,2
bond maturity five year part bank 's domestic bond program,neutral,1
process product order installation separationfiltration equipment three natural gas pipeline project china south america saudi arabia,neutral,1
yvonne jones owner chameleon interior,neutral,1
business section also includes ahlstrom 's sustainability report,neutral,1
operating profit totalled eur 302 mn eur 438 mn year earlier,neutral,1
asia earlier japan 's nikkei index fell 062 percent hong kong 's hang seng index rose 056 percent,neutral,1
company said started investigate streamlining operation order meet tightening competition mobile phone charger market,positive,2
pretax profit rose eur 06 mn eur 04 mn corresponding period 2005,positive,2
net cash flow operating activity negative eur 31 mn compared eur 233 mn corresponding period 2009,negative,0
finnair 's passenger load factor measure number sold seat share available seat dropped 13 percentage point 767 % september,negative,0
helsinki thomson financial share cargotec fell sharply early afternoon trade cargo handling group posted surprise drop apriljune profit overshadowed large number new order received three month,negative,0
net interest income totaled eur 159 mn compared eur 156 mn year earlier,positive,2
product range includes marinated olive cold cut pate example,neutral,1
growth rate paying national debt extremely painful,negative,0
piloting instrument developed according experience gained,neutral,1
1259 pm omx helsinki 25 index 032 pct lower 269481,negative,0
cash flow operation januarydecember 2008 negative eur 181 mn compared eur 390 mn corresponding period 2007,neutral,1
capacity ease seikku sawmill pori alholma sawmill pietarsaari result 60 people laid around six week starting midmay said,negative,0
program started summer 2007 originally estimated last approximately two year,neutral,1
cash flow operation rose eur 527 mn eur 156 mn 2007,positive,2
vaisala group successful international technology company develops manufacture market electronic measurement system product,positive,2
operating profit rose eur 194 mn eur 245 mn,positive,2
first nine month 2010 company 's net loss narrowed eur415 000 eur7 4 corresponding period 2009,positive,2
operating profit rose 269 % eur 1058 834 million,positive,2
talentum 's net sale september smaller expected,negative,0
2009 lee man combined annual production capacity close 45 million tonne paper 300000 tonne pulp,neutral,1
diluted earnings per share eps rose eur 029 eur 005,positive,2
pleased fine cooperation two country recent time said,positive,2
rio tinto swing loss drop dividend policy,negative,0
several growth initiative chosen geographic area already ongoing `` continued noting lindex opened first store czech republic autumn brno,positive,2
adp news may 29 2009 bank america bofa downgraded today rating swedishfinnish paper maker stora enso oyj hel sterv finnish sector player upmkymmene oyj hel upm1v underperf,negative,0
however bottomline result improved thanks positive financial item,positive,2
sheryl sandberg sell 109000 share facebook inc $ fb stock httpstco3vxt7amnpk via ratingsnetwork,negative,0
$ sbux heading 200dma certain doom hold,negative,0
result transaction sanoma budapest acquired stake online store egeszsegbolt,neutral,1
vanhanen said strike would extremely damaging `` 1300 participant reporter begin arrive finland oneday eu summit russian president vladimir putin lahti 100 kilometer 60 mile north helsinki,negative,0
$ amzn rejected 604 penny weak open go rg within first 30 min could 810 point httpstco58teaexxpe,negative,0
finnish shipping company finnlines ' pretax loss totalled eur 65 mn third quarter 2009 compared profit eur 03 mn third quarter 2008,negative,0
destia oy finnish infrastructure construction service company building maintaining designing traffic route industrial traffic environment also complete living environment,neutral,1
$ spy less 02 % people calling bearish heading exit already maybe 1 % crash disturbing,negative,0
4 january 2011 finnish medium company alma medium corporation hel aln1v said today online recruitment service monster oy partner local newspaper publisher suomen lehtiyhtyma listing job advertisement,neutral,1
delivery outotec take place 30 month,neutral,1
27 january 2011 finnish solution provider affecto oyj hel afe1v said today eur1 2 usd1 6 contract stateowned lithuanian social insurance institution sodra,positive,2
ea launch origin online game distribution mac httpstkscoaktu via macrumors $ ea,positive,2
$ axp looking continuation volume increase httpstkscoc8sr,positive,2
profit tax amounted eur 565 mn eur 2329 mn year ago,negative,0
hñkan dahlstrâm head mobility service teliasonera forecast mobile data volume teliasonera network sweden rise eightfold 200000 tb 2014,positive,2
proud welcome another distribution facility north mississippi region known logistics center united state `` said gray swoope executive director mda,positive,2
okmetic expects net sale first half 2009 less 2008,neutral,1
group 's net sale 2007 eur683 6,neutral,1
result 20 person longer needed,negative,0
combined value planned investment eur 30mn,neutral,1
finnish suominen corporation make wipe nonwovens flexible packaging expects change market situation reduce sale suominen 's nonwovens wet wipe previously estimated volume,negative,0
diluted earnings per share eps rose eur 368 eur 050,positive,2
operating profit 12month period decreased eur17 9 net sale increased eur58 3 compared 2007,negative,0
synergy benefit start materialise second quarter,positive,2
stuk today full service house expert radiation nuclear safety issue,neutral,1
$ yoku high volume blast friday go higher httpstkscoqsal,positive,2
cash flow operating activity investment eur 76 million eur 25 million,neutral,1
net profit three month march 31 fell x20ac 103 million u $ 165 million x20ac 131 million year earlier finnish company said,negative,0
company moved operating profit eur10 9 versus operating loss eur15 3 also turned eps eur0 08 versus loss per share eur0 04,positive,2
$ yelp wayyy overvalued right imo trading single digit may take short po earnings near term target 18,negative,0
loss financial item totalled eur 97 mn compared profit eur 13 mn corresponding period 2008,negative,0
aviva friend life top forecast ahead 56 billion pound merger,positive,2
stora enso r share rose 120 pct 1184 eur upmkymmene also dragged higher rising 168 pct 1756 eur mreal b added 238 pct 430 eur,positive,2
release offer security sale united state elsewhere,neutral,1
operating profit totaled eur 94 mn eur 117 mn 2004,negative,0
$ aapl bounce right vol vol slid,positive,2
altogether finnair canceled 500 flight strike,negative,0
standard chartered shift emergingmarkets strategy loss,negative,0
finnish forest machinery manufacturer ponsse 's net sale grew eur 513 mn first quarter 2010 eur 375 mn corresponding period 2009,positive,2
operating result excluding oneoff item totaled eur 91 mn compared eur 106 mn continuing operation excluding oneoff item 2004,negative,0
company intends launch housing development acquired land plot construct 5000060 000 square metre housing per annum 2011,neutral,1
$ qcor little pullback fine erases today gain believe manipulation capable,negative,0
$ zagg getting readytarget $ 15 plus close $ 1350 better avg daily volume httpchartlylha44tn,positive,2
hkscan headquartered turku finland leading northern european food group 10000 employee nine country,neutral,1
runway visual range calculated assessment distance pilot see runway,neutral,1
composite body coated hard coating layer produced thermal spraying coating ground ``,neutral,1
therefore company 's 2005 result remain weaker 2004,negative,0
update 5sabmiller reject ab inbev 's $ 104 bln takeover approach,positive,2
according ceo matti perkonoja parent company hkscan company 's performance first quarter 2010 remained clearly level corresponding period 2009,negative,0
total 140 job reduced raahe steel work,negative,0
tesco plc 's recovery continues â250m cash infusion,positive,2
acquisition company expand offering north central south america said,positive,2
one dark spot horizon however company 's performance finnish bottled water market,negative,0
bristol port company sealed one million pound contract cooper specialised handling supply four 45tonne customised reach stacker konecranes,positive,2
mr priit kasak balti metsamasina 's owner said rakverebased company wish increase valmet 's market share 27 % third couple year,positive,2
jan 6 ford struggling face slowing truck suv sale surfeit uptodate gottahave car,negative,0
international sale rose 598 % eur 12444 mn,positive,2
credit 20 november 2009 finnish glass technology company glaston oyj abp hel gla1v said today concluded eur74m revolving credit facility agreement core bank,positive,2
product manufactured finland also packed country,neutral,1
$ mako hanging well today still basing pattern eye,positive,2
chief executive officer ollipekka kallasvuo 's change tuesday mark third time nine month company reshuffled executive operation nokia loses ground apple 's iphone rim 's blackberry,neutral,1
december alone member lithuanian brewer ' association sold total 203 million liter beer increase 19 percent sale 1992 million liter december 2004,positive,2
poyry recognized one world 's leading advisor global forestry industry,positive,2
sunk depth 360380 metre fixed bottom mud vacuum,neutral,1
honkarakenne mainly export large luxury log house russia used onefamily house holiday home 70 % sale go moscow region 20 % st petersburg region remainder location,neutral,1
fortum need clear signal commitment government permit available company start next round kuula say,neutral,1
easyjet lead britain 's ftse lower global bond rout resume,negative,0
ab inbev approach sabmiller explore $ 250bn tieup,positive,2
rihko started manage raisio 's benecol business summer 2006 heading tobacco company altadis ' european operation,neutral,1
bhp billiton post big loss slash dividend,negative,0
operating profit totalled eur 58 mn loss eur 17 mn fourth quarter 2009,positive,2
$ mpwr ceo sell 450k april 15thmeh,negative,0
$ mpwr ceo sell 450k april 15thmeh,negative,0
sale price disclosed,neutral,1
$ nflx say 's time short point,negative,0
operating profit rose 221 mln eur 199 mln,positive,2
$ googl hit lawsuit russian search engine $ yndx httpstkscob1kd8,negative,0
astrazeneca diabetes drug combination face delay fda rebuff,negative,0
finnish automation solution developer cencorp corporation omx helsinki cnc1v reported thursday 6 november operating loss eur1 3 net sale eur11 9 period january september 2008,neutral,1
merged lse deutsche bãrse would led germany 's kengeter,positive,2
product low salt fat content,neutral,1
open next year largest facility world produce diesel fuel renewable feedstock palm oil animal fat,positive,2
previous share subscription 2004 stock option,neutral,1
russia want utilise huge forest reserve different way done far,neutral,1
defence mature attacker develop trojan equipped content filter detect online banking activity capturing account detail using method form grabbing screen shot video capture keylogging injection form field,neutral,1
operating result showed loss eur 29 mn year showed profit eur 06 mn,negative,0
tesco share price tumble negative broker note,negative,0
stumbled upon amazing chart $ ofix holy guac super overbought httpstkscoe0px1,negative,0
$ agn $ pypl pressure along market however bullish option trade morning httpstco9xg5w8nont,neutral,1
tesco lead leap ftse 100 mark spencer drop,positive,2
$ aapl dip bought real quick higher low fo sho,positive,2
78 user vetr bearish tesla motor inc indicating sell rating 2 star $ tsla httpstcovvpzqcxsnj,negative,0
venture 51 % owned kemira 49 % ivrcl operate inorganic coagulant manufacturing facility built vishakapatnam vizag state andhra pradesh kick operation second half 2011,neutral,1
company said paper demand increased main market including publication paper increased average paper price 4 percent compared last year,positive,2
$ ebay ebay bay working couple daily dojis continue downside httpstcolgu0ybxeze,negative,0
update 1lloyds cut 945 job part 3year restructuring plan,negative,0
pretax loss totaled eur 03 mn compared loss eur 22 mn first quarter 2005,positive,2
efore 's presence also open new interesting development opportunity student `` dean faculty electronics communication automation tkk said,positive,2
foundry division report sale increased 97 % eur 631 mn eur 575 mn corresponding period 2006 sale machine shop division increased 164 % eur 412 mn eur 354 mn corresponding period 2006,positive,2
interchange editorsinchief part publisher 's goal enhance job circulation personnel group,neutral,1
uncertainty still exist however,neutral,1
total 165 mn passenger ship journey took place northern baltic sea 2007 slightly 165 mn 2006,negative,0
tiimari operates 194 store six country including core finnish market generated turnover 765 mln eur 2005,neutral,1
business gross written premium eur152 4 915 2000 net combined ratio 133 % 175 staff total office uk germany benelux,neutral,1
eli lilly co lly broken new high astrazeneca collaboration,positive,2
russian government contribute 20 % necessary fund said,neutral,1
finland oppohjola 's staff union boycotting group 's insurance sale task company refused take sale insurance account determining wage,negative,0
q1 2009 bank àland 's net interest income weakened 10 % eur 91 mn,negative,0
dolce gabbana asked european union declare marimekko corporation 's unikko `` floral pattern trademark invalid continuing dispute two company,negative,0
$ httpstksco1cyn continues consolidate base,positive,2
millercoors delivers 29 % underlying net income growth 2014,positive,2
$ skh httpstksco163e long setup watch continuation volume expansion hot sector,positive,2
glaxosmithkline target growth across unit scrap viiv ipo,positive,2
finnish talentum report operating profit increased eur 205 mn 2005 eur 93 mn 2004 net sale totaled eur 1033 mn eur 964 mn,positive,2
finnish meat company atrium longer promise sufficient amount domestic beef customer,negative,0
net investment income,neutral,1
sophos aim raise $ 100m london ipo,positive,2
