final_text,Sentiment
incap estimate generate revenue 10 mln euro $ 132 mln indian operation 2007,neutral
additionally company use solution automate preparation financial statement according ifrs standard,neutral
cash flow operating activity investment eur 76 million eur 25 million,neutral
lemminkainen talo oy 's lahti office significant logistics business premise constructor,neutral
$ nugt longer term bullish,positive
shock phase ' consumer started plan implement building project,neutral
founded 1649 fiskars 360 year product quality excellence finland 's oldest company,neutral
biohit said reduce number leased personnel 10 lay 10 personnel,negative
scanfil system supplier contract manufacturer communication sector start personnel negotiation oulu finland lay staff temporarily,neutral
omx nordic 40 omxn40 index comprising 40 traded nordic stock nasdaq omx exchange closed 087 % 106414 point thursday,neutral
excluding nonrecurring item pretax profit surged 45 % eur80m,positive
also sixyear historic analysis provided market,neutral
amount included pensionable salary,neutral
$ aapl aug 645 call 550 % 67c httpstkscoi9t3,positive
q1 2009 company 's operating loss totalled eur 03 mn compared profit eur 36 mn q1 2008,negative
finnish rautaruukki 's engineering division ruukki engineering reorganise operation mo rana plant norway,neutral
ensure low operational cost radio network bts module configured software upgraded diagnosed remotely,positive
q1 2009 company 's result tax continuing operation excluding nonrecurring item totalled eur 04 mn compared eur 01 mn corresponding period 2008,neutral
ceo company tarmo noop said growth sale premium beer biggest,positive
finnish fiber plastic producer suominen corporation omx helsinki suy1v reported wednesday 22 october operating loss eur0 8 net sale eur55 2 third quarter 2008,neutral
delivery started network ready launch soon,positive
alexandria va nov 19 erkki aho elimaki finland developed method apparatus conjunction shoe press,neutral
sale improved sek 1553 mn compared sek 1408 mn,positive
net sale fell 5 % previous accounting period,negative
last year upm cut production closed mill finland slashed 700 job,neutral
japan 's asahi submit bid next week sabmiller 's grolsch peroni yomiuri,positive
operating result showed loss eur 29 mn year showed profit eur 06 mn,neutral
operating loss nonrecurring item eur 09 mn compared profit eur 115 mn 2008,negative
would like see changed nokia 's next attempt,neutral
company release 2010 result 11 february 2011,neutral
orangehandled scissors fiskars part permanent design collection museum modern art new york well philadelphia museum art,neutral
u energy executive say high steel price threatening energy exploration,neutral
currently yit build housing estate zapadnye vorota 26000 square metre city house 9910 square metre completed end 2009,neutral
fiskars world 's 1 scissors brand tm recently learning magazine 's 2011 teacher ' choice award classroom,positive
chief executive officer ollipekka kallasvuo 's change tuesday mark third time nine month company reshuffled executive operation nokia loses ground apple 's iphone rim 's blackberry,neutral
nokia u share 33 percent lower $ 1273 1750 gmt,negative
operating profit 12month period decreased eur157 5 net sale increased eur634 3 compared 2007,negative
total 1800000 stock option issued 2003 stock option scheme,neutral
stage maximum 60000 tulikivi series share acquired representing 016 per cent company share outstanding,neutral
acquisition support strategy close customer around world offering equipment related service,positive
barclays bond rise lender cut dividend shore capital,positive
$ inve see ya $ 8,positive
group 's revenue 2009 amounted eur 70 million company currently employ approximately 780 people,neutral
estonian telecom company elisa 's customer number cross 400000 tallinn oct 22 bns estonian telecommunication company elisa approximately 50000 new client nine month year bringing number 401800 end september company said,positive
construction expected completed summer 2011,neutral
poyry global expert consulting engineering,neutral
vaisala oyj stock exchange release 26032010 klo 0900 1 1 annual general meeting vaisala oyj decided march 25 2010 approve company 's annual account 2009,neutral
net sale increased eur193 3 eur179 9 pretax profit rose 342 % eur43 1 eur1 usd1 4,positive
operating profit fourth quarter went eur3m eur4 2 corresponding period 2009 included cost growth project,neutral
comptel corporation sami ervio president ceo distribution nasdaq omx helsinki major medium comptel dynamic os solution enable telecom service provider deliver service flexibly charge effectively,neutral
vaalipalveluservice especially developed use community organization,neutral
announcement come two week key licensing agreement expires two company embroiled disagreement royalty payment texas instrument chip use qualcommpatented technology,negative
according posted world intellectual property organization present invention relates hydrocarbon particularly manufacture hydrocarbon component suitable aviation fuel jet fuel blending stock aviation fuel,neutral
order consist total 1600 panel liftaway weatherdeck hatch cover delivered container vessel capacity ranging 2000 13300 teus,neutral
company support global customer developing new technology offer fast route product development application volume production,neutral
1033 huhtamaki market 's biggest faller 869 pct lower 1135 eur omx helsinki 25 032 pct higher 333241 omx helsinki 047 pct 1168732,neutral
imperial tobacco add quarterly dividend profit rose,positive
$ nflx 1 % $ 10480 long streaming service rapidly outpacing traditional cable,positive
buyer real estate owner propertos oy company agreed disclose financial detail deal,neutral
however broker gave outperform `` recommendation stock,positive
airbus 100 firm order a350 89 nonbinding commitment,positive
den boschbased tomtom europe 's largest maker automotive navigation device cayman islandsbased garmin larger u overall,neutral
also construction expense gone russia,neutral
double bottom handle buy point 5649 $ wmt httpchartlyml857v3,positive
aspo plc stock exchange release february 11 2011 at8 45 esl shipping ltd part aspo group signed new longterm contract rautaruukki corporation marine transport raw material baltic sea,positive
update 1lloyds cut 945 job part 3year restructuring plan,negative
long unprofitable period food division posted profitable result speaks healthier cost structure new approach business operation `` rihko said,positive
aspocomp group headquartered helsinki finland develops interconnection solution electronics industry,neutral
economic development trade ministry industry energy ministry along kostroma regional administration russian lumberman timber exporter union carrying work acquire investment construction pulp paper mill neya since 2003,neutral
$ rimm $ spx $ nya $ compq $ djia going,negative
9 september 2010 finnish stationery gift retailer tiimari hel tii1v said today net sale rose 2 % yearonyear eur5 7 august 2010 driven growth finland demand baltic remained weak,positive
m2 communication disclaims liability information provided within information world wide web,neutral
note client published dutch broker described company 's third quarter result soft ' although also noted elcoteq retained guidance dealer said,neutral
firm 's uk head office rugby road lutterworth,neutral
omx nordic 40 omxn40 index comprising 40 traded nordic stock nasdaq omx exchange closed 043 % 113884 point wednesday,positive
addition software development new design unit provide mechanical engineering electronics design,neutral
crh 's concrete bid holcim lafarge asset,positive
net sale financial year 2006 expected amount eur20m operating result ebit expected loss announced,neutral
seller finnish elcoteq group largest european electronics manufacturing service company,neutral
sale unit slumped last year industry hit poor snowfall major resort winter 200607,neutral
salcomp oyj finnish maker mobile phone charger monday posted eur1 49 million loss second quarter compared 170 million profit period previous year,neutral
finnish cargotec awarded significant order total 292 hiab loader crane bae system u,positive
company expects net sale whole 2009 remain 2008 level,negative
employee negotiation address measure needed adjust operation present production situation,neutral
dji overbought $ aapl $ axp $ ba $ cvx $ ibm $ intc $ vz httpstcowmy1pnomjf,negative
steve jackson ebusiness analyst satama former ceo aboavista said google broke mold gave away google analytics free,neutral
're delighted move `` say morna cowie coowner 's double size current shop lovely feel ``,positive
via plant belgian company feed 84 mw electricity distribution grid able deliver 14 mw heat,neutral
money spread mainly 2011 2012 company said,neutral
growth rate paying national debt extremely painful,neutral
agreement strengthens longterm partnership nokia siemens network,positive
section put place form loadbearing steel structure bridge `` say sami eronen senior vice president infrastructure northern europe ruukki construction,neutral
production capacity tripled without major additional investment company said,positive
sabmiller buy meantime quench thirst craft beer,positive
finnish outotec awarded contract supply new zinc roaster gas cleaning sulphuric acid plant ozk kardzhali zinc smelter bulgaria,positive
customer forwarded site unknown logged first number,neutral
capman asset manager eur 3bn worth asset management nordic region,neutral
lt 's net profit whole 2010 dropped eur 36 million eur 45 million 2009,neutral
vacon recently announced plan build north american headquarters 5 business park chambersburg,neutral
incap headquartered oulu finland electronics contract manufacturer 750 employee finland estonia india,neutral
pretax loss totalled eur 499 mn compared loss eur 154 mn corresponding period 2008,negative
vaisala group successful international technology company develops manufacture market electronic measurement system product,positive
earnings per share eps first quarter amounted loss eur0 20,neutral
san francisco marketwatch nokia corp world 's largest cellphone maker using consumer electronics show la vega introduce highend thin folding phone according medium report monday,neutral
production facility 6 july 2010 finnish investment group neomarkka oyj hel nembv said today buy former production facility kuitu finland ltd part negotiation option invest specialty cellulose fiber business,neutral
valeant ceo pledge heed critic painful ' experience,negative
vacon 's cash flow operation grew eur 371 mn eur 219 mn year ago,positive
valeant said name new ceo pearson still hospitalized,neutral
sevenmonth sale ragutis controlled finnish brewery olvi declined 112 percent 1541 million liter company held 989 percent market,negative
company able keep market position,positive
purchase cramo become second largest rental service provider latvian market,positive
operating profit eur 1107 mn eur 865 mn,positive
pentikñinen emphasis internet content medium house provide free forever,neutral
dopplr member share personal business travel plan privately network highlight interesting place stay eat explore city around world,neutral
company estimate net sale 2010 increase considerably 2009 operating result clearly positive,positive
currency conversion based exchange rate time deal,neutral
$ intc finally nice downside move looking 31 handle break,negative
efore 's presence also open new interesting development opportunity student `` dean faculty electronics communication automation tkk said,positive
nasdboy think dnf crew get $ nflx short next 30 day heading earnings,negative
building home improvement trade sale decreased 63 % totalling eur 1541 mn,neutral
issuer solely responsible content announcement,neutral
london stock exchange seal â22 billion merger germany 's deutsche bãrse,positive
diluted earnings per share eps rose eur 052 versus eur 009,positive
finnish medium company talentum oyj 's net profit decreased 25 mln euro $ 40 mln first quarter 2008 30 mln euro $ 47 mln period 2007,neutral
price delivery volume broadband product decreased significantly 2005,negative
london morning briefing hsbc standard chartered share rise,positive
dojiknows th sp potential qnx bes10 bbm cross platform bring good news time $ bbry,positive
's issue thief stealing building site `` said mr smith,negative
government professional approach assessing offer,positive
travis perkins hike dividend 20 % profit revenue rise,positive
stichting pensioenfonds abp 4 118 122 share representing 519 % share capital voting right,neutral
fourth quarter 2009 orion 's net profit went 338 % yearonyear eur33m,positive
bawag issue benchmark covered deal,neutral
outotec 's net profit second quarter 2007 jumped 168 mln euro $ 231 mln 46 mln euro $ 63 mln year ago,positive
fortum expects annual capital expenditure next four five year within range eur 081 2 billion earlier announced,neutral
since association 's data cover sale figure 100 small local brewery sale imported beer product actual market share member smaller given report,negative
pershare subscription price share subscribed option right eur 135,neutral
altia 's operating profit jumped eur 47 million eur 66 million,positive
nokia siemens network struggled make profit past two year,neutral
vuokatti unit developed focus especially manufacture prototype rampup new product demanding testing aftersales service,neutral
invention released patent office said noncoherent search matrix formed said correlation function matrix,neutral
group reiterated forecast handset manufacturer sell around 915 mln unit year globally,neutral
earnings comparative period included capital gain eur 8mn sale omx share,neutral
$ fb small long 10925 via call,positive
significant sale increase 186 % russia,positive
finnish component supplier componenta corporation omx helsinki cth1v said monday 16 june changing pricing cycle due increase raw material price,neutral
financial strategic operational factor considered,neutral
g4s slide balance sheet worry,negative
2010 16 july 2010 finnish steel maker rautaruukki oyj hel rtrks ruukki said today turned net profit eur20m second quarter 2010 net loss eur94m corresponding period last year,positive
overall effect abovementioned measure glaston recognize nonrecurring expense eur 12 million fourth quarter 2008,neutral
operating profit rose eur 32 mn eur 10 mn corresponding period 2008,positive
company reported net sale 302 mln euro $ 4416 mln operating margin 16 pct 2006,neutral
merged lse deutsche bãrse would led germany 's kengeter,positive
total delivery volume paper business 2010 1155000 tonne 1132000 tonne 2009,positive
acquisition company expand offering north central south america said,positive
together latvia cramo operate 54 rental outlet baltic state,neutral
value contract eur1 0 poyry headquartered vantaa finland provides consulting engineering service energy forestry infrastructure environment sector,neutral
subscriber browse free number handset select number package service prefer activating phone,neutral
connectivity service include outsourced scan capture transfer paper invoice electronic format basware business transaction service enables customer receive send invoice electronic format,neutral
time sale development russia boosted opening stockmann nevsky centre st petersburg,positive
board director proposes shareholder ' meeting 18 march 2010 company would pay dividend financial year january 1 december 31 2009 eur 002 per share,neutral
rb chairman admits surprise size regulatory penalty,negative
ramirent finland domestic unit machinery rental company ramirent oyj hel rmr1v,neutral
like mechanical pipettors biohit also proline plus ceivd marked come 3year warranty,neutral
earlier today geberit 's finnish rival uponor oyj cut fullyear sale growth forecast 6 pct 10 pct blaming tough condition germany u well currency factor,neutral
invention carry international patent publication,neutral
blyk launching first uk market mid2007 market follow,neutral
petrofac book â30m cost shetland gas terminal delay,negative
swedish engineering consultant firm etteplan establish unit town borlñnge turn month marchapril 2008,neutral
agreement signed biohit healthcare ltd ukbased subsidiary biohit oyj finnish public company develops manufacture market liquid handling product diagnostic test system,positive
finland 's poyry energy contract advise builder new cogeneration power plant lithuania 's secondbiggest city kaunas supervise construction process,positive
dlerch lol $ fmcn back $ 17 darn short chit sherlock,negative
total value delivery eur65m,neutral
also bmo initiated $ incy outperform yesterday several firm reiterated buy rating,positive
nordic infrastructure construction one strategic growth area,neutral
share transaction part company 's strategy relinquishing asset part core business,neutral
net sale decreased eur 916 mn eur 109mn corresponding period 2005,neutral
companiesandmarketscom provides wide range research report industry statistic competitive intelligence industrial sector,neutral
technopolis finnish operation oulu vantaa espoo lappeenranta jyvaskyla tampere also preparing expand operation russia,neutral
eps continuing operation came 030 eur 017,positive
open next year largest facility world produce diesel fuel renewable feedstock palm oil animal fat,positive
european stock hover near 3week low dialog bhp slump,negative
value deal estimated sek25m sek50m,neutral
company said investment new market area resulted sale increase sweden poland russia lithuania,positive
operating profit eur 01 mn eur 13 mn,negative
part reorganisation measure take place spring 2006 tamglass finton start personnel negotiation affect entire staff 33,negative
output contract total 72 mwe,neutral
capacity cut 14 % passenger load factor 78 percentage point,neutral
$ yelp go green many short toast,positive
yit 's baltic sale first three quarter 2008 totaled 1062 million euro representing drop 29 percent year year,negative
new kroksberg railway tunnel built new section track harnosand veda forming part line follows coast gulf bothnia,neutral
vivus $ vvus bear raid effect stock 12 %,negative
erkki jarvinen president rautakirja head sanoma trade division leave current task spring 2009 similar position outside sanoma group,neutral
red daily triangle $ shorscaling long position httpstkscor82s,positive
adp news feb 13 2009 finnish retailer kesko oyj hel kesbv said today total sale excluding value added tax vat stood eur 6613 million usd 8531 january 2009 152 % yearonyea,neutral
fortum considering taking part nuclear energy project outside finland,neutral
5050 joint venture called nokia siemens network comprised nokia 's network business group siemens ' carrierrelated operation creating estimated synergy 15 billion euro $ 19 billion 2010 nokia said,positive
company operates four principal division consumer packaging office paper speciality paper well market pulp energy,neutral
zip `` expert warned tuesday,neutral
tesco shareholder back itv head chairman,positive
subscriber china unicom nation 's second largest mobile phone operator china mobile expected release picture video blog internet via mobile phone march 2008,neutral
currently quarterly applied surcharge differ significantly actual market price,neutral
$ kndi break hod volume nice consolidation completed another run,positive
party also agreed lñnnen tehtaat right sell remaining share suomen rehu hankkijamaatalous 15 month purchase majority holding earliest,neutral
4 complete name shareholder otto henrik bernhard nyberg 5 information amount share transferred corresponds 568 % total number share aspo plc,neutral
unc charlotte would also deploy ssh tectia connector enable secure application connectivity,neutral
also chile important market area forest machine company,neutral
developer project predict completed april 2009 skanssi attract 45 million visitor annually,positive
operating loss amounted eur 08 mn compared profit eur 39 mn year earlier,negative
popular mobile data service email surfing internet well news weather service,neutral
telecom foreign investment limit 74 % appears mobile va mean tecnomen pick much 966 %,neutral
18 march 2010 leakage gypsum pond detected today talvivaara mine,negative
following increase companyóeur tm capital total 55 mln romanian lei $ 198 mln1 56 mln euro,neutral
radiation today full service house expert radiation nuclear safety issue,neutral
tesla motor recall 2700 model x suv $ tsla httpstcoxdgraexkkz,negative
finnish flexible packaging manufacturer suominen corporation report net sale eur 545 mn first quarter 2008 compared eur 543 mn year earlier,positive
new delhi feb 12 korteniemi anneli helokunnas tuija peltola marjo keskinen jukka salminen jussi tusa kia janhonen risto nokia telecommunication oy espoo finland developed cable adjustment device,neutral
$ amzn 4 period rsi 20 read connors book trading strategy,positive
koff 's market share volume market 234 % karhu 's 214 %,neutral
pge belchatow run 444 gw belchatow coalfired power plant fortum intention start cc demonstration project jointly teollisuuden voima oyj tvo another finnish utility jointly owned 565mw meripori coalfired facility,neutral
board director authorized decide term share issue,neutral
net income life insurance rose eur 165 mn eur 140 mn net income nonlife insurance eur 226 mn eur 152 mn 2009,positive
christmas save sainsbury 's plc tesco plc,negative
2007 group 's net sale stood eur 42 million 1445 employee,neutral
program included operational improvement reduction personnel mainly netherlands,neutral
customer satisfied basware invoice automation solution extends implementation new geography,positive
growth net sale continued favourably middle east africaand asia pacific,positive
company propose dividend eur0 12 per share 2008,neutral
$ amcn pushing high,positive
operating profit net sale 12month period increased respectively eur10 5 eur28 8 compared financial year 2004,positive
key shareholder finnish service provider tietoenator oyj friday rejected hostile eur1 08 billion $ 167 billion offer buyout shop nordic capital giving new life possible counter offer blackstone group lp norwegian telecom telenor asa,positive
operating loss totalled eur 03 mn profit eur 51 mn first half 2009,neutral
currently company us eight similar reach stacker four empty container handler konecranes,neutral
$ aapl want lower wave getting smaller 2 min,negative
planned ethanol energy production plant operate correlation waste treatment unit paper mill,neutral
basic banking activity continued normal,neutral
raisio site main production plant well company headquarters,neutral
tesco sell blinkbox broadband service talktalk,positive
switzerland teleste established supplier product long time primary customer include cable fibertothehome ftth operator,neutral
composite body coated hard coating layer produced thermal spraying coating ground ``,neutral
demand fireplace product lower expected especially germany,negative
net sale kyro 's main business area glaston technology manufacturer glass processing machine decreased eur 1615 mn eur 1641 mn januaryseptember 2005,neutral
sale fell abroad increased finland,neutral
fiskars undertaking community project throughout uk also lookout local volunteer interested helping selected restoration project,neutral
elcoteq se stock exchange announcement february 4 2009 1000 eet elcoteq publish financial statement bulletin 2008 wednesday february 11 900 eet,neutral
nasdaq set breakout part ii via allstarcharts httpstksco15nv $ goog $ amzn $ qcom,positive
aim annual improvement ruukki construction 's operating profit eur 3 million usd 41 starting 2009,positive
indepth expertise extends field energy industry urban mobility water environment,neutral
uk housing market steady brexit dip persimmon say,positive
ponsse divide sale maintenance service network six geographical area,neutral
transaction alma medium raised stake talentum 3065 % share 3112 % voting right,positive
pharmaceutical group orion corp reported fall thirdquarter earnings hit larger expenditure rd marketing,neutral
food trade sale amounted eur320 1 decline 11 %,negative
'd buy arm holding plc bhp billiton plc today,positive
$ aapl httpstksco1ldx clearing descending trend line buy area,positive
novartis buy remaining right gsk treatment deal $ 1 billion,positive
's even little bit higher yara 's multiple ' analyst helsinki said,neutral
teollisuuden voima oyj finnish utility known tvo said shortlisted mitsubishi heavy euapwr model along reactor areva toshiba corp ge hitachi nuclear energy korea hydro nuclear power co,neutral
lifetree founded 2000 revenue risen average 40 % margin late 30,positive
share subscribed eligible trade following day registration,neutral
handelsbanken ranked local cooperative bank aktia customer loyalty time however,positive
one opportunity would bring baltic meat processing rakvere like processing concentrated vantaa meatpacking unit finland paper wrote,neutral
net sale kyro 's main business area glaston technology manufacturer glass processing machine decreased eur 1615 mn eur 1641 mn januaryseptember 2005,negative
renatta fr0van kjepeneter rptl strong close 4 $ plnr coming,positive
action follows personnel negotiation concerning elcoteq se finnish branch elcoteq finland oy elcoteq design center oy,neutral
uncommonly weak snow condition nearly every market affected first quarter result `` chief executive roger talermo said,neutral
currently operates fleet eight carrier well nine pusher barge,neutral
company 's profit tax fell eur 211 mn third quarter 2008 compared eur 358 mn corresponding period 2007,negative
profit taking $ aapl morning pressure stock 'm still bullish $ aapl,positive
capital structure solidium may complemented financial instrument future,neutral
transaction planned financed eur40m marketbased loan granted standard chartered bank hong kong,neutral
jon risfelt previously held operational executive position europolitan ericsson sa american express card travel division well nyman schultz ceo vodafone sweden ceo gambro renal product ceo,neutral
hobby hall 's sale decrease 26 pct due implementing new information system involved changing principal posting sale,neutral
mugatushair time short $ tsla,negative
q1 2009 bank àland 's net interest income weakened 10 % eur 91 mn,negative
contract involves refurbishing bathroom 189 unit well replumbing water sewer pipe,neutral
total project duration three year valued eur11 5,neutral
total floor area plant expansion 29000 square metre,neutral
printed fabric related design expertise always core marimekko 's business brand,neutral
$ dnn picked like going 2014,positive
januaryseptember 2010 fiskars ' net profit went 14 % yearonyear eur 654 million net sale eur 5253 million eur 4877 million,positive
periodend cash cash equivalent totaled eur6 5 compared eur10 5 previous year,neutral
tulikivi manufacture heatretaining soapstone ceramic fireplace well natural stone product utility ceramic,neutral
group 120 volunteer made digicel employee manage distribution next week distribute 19000 tent 150 organization `` digicel haiti ceo maarten boute said,neutral
finland sampo bank part danske bank group lay staff administrative support function,negative
teliasonera 's underlying result however included 457 mln skr positive oneoffs hence adjusted underlying ebitda actually amount 7309 bln skr clearly expectation analyst said,neutral
$ hcp come party buy gon na give solid gain dividend $ $ $ $ $ $,positive
phone targeted first time user growth market,neutral
revenue time grew 14 percent 43 million euro,positive
drugmaker shire buy baxalta $ 32 billion 6month pursuit,positive
fullyear net sale expected increase approximately 10 % company said,positive
tightened competition situation production automation market affected net sale 2006 cencorp said,negative
survey conducted taloustutkimus sampo life show company badly prepared losing key staff member,negative
company slipped operating loss eur 26 million profit eur 13 million,negative
$ fb nice buyable intraday dip right,positive
brooklynbandit $ simo basing nice close 2418 bullish $ qqq $ spy $ study watch close near hod currently 3 % 5 %,positive
via takeover panostaja expands business area specialising digital printing since previously consists subsidiary kopijyva oy sokonet oy,positive
ferry run trouble outside stockholm archipelago made 20000 island,neutral
according deputy md pekka silvennoinen aim double turnover next three year,positive
proposal shareholder elect mr hannu krogerus board based long unrivalled experience knowledge matter related elcoteq,neutral
company 's board director would propose dividend eur1 00 per share 2005,neutral
said thing different new finnish nuclear power station go operation large hydro powered station northern europe good year,neutral
fair value change investment property eur 158 mn compared eur 229 mn third quarter 2009,negative
marimekko considering measure matter,neutral
$ twtr doomed 1 chart $ fb $ goog httpstcompylireqjh httpstconlczawdohp,neutral
n 1 group pay eur16 5 transaction price upon closing remaining sum 2012,neutral
vehvilainen currently chief operating officer nokia siemens network join finnair 5 january 2010 take ceo effective 1 february 2010,neutral
cannedpreserved food finland report offer comprehensive guide size shape market national level,neutral
economic occupancy rate sponda 's property portfolio rose 912 % 888 % 2006,positive
value contract eur 33 mn,neutral
marketsshire 25 % baxalta 6 % $ 32bn deal,positive
finnish bank àland launch longterm pension saving account beginning june 2010,neutral
alexandria va nov 5 risto kontturi rajamaki finland jari ylinen hyvinkaa finland developed automated transportation system usercontrolled transport selection,neutral
believe however hkscan atrium start use imported meat finnish consumer prefer domestic product,neutral
selling information system development business finn,neutral
finnish suominen corporation make wipe nonwovens flexible packaging expects change market situation reduce sale suominen 's nonwovens wet wipe previously estimated volume,neutral
rushydro agreement transfer stake oesk five ercs trust management inter rao,neutral
kaleva kustannus oy business id 01872740 according notice 10 august 2009 acquired 4458000 alma medium share,neutral
glaston headquartered tampere finland growing international glass technology company,neutral
mformation nokia noted established interoperability agreement cover commercially proven standardsbased management mobile device well mobile device security mobile application management,positive
buyback trending right $ cpix spending share pricier hopefully pull back w 687 q2 closing vwap,negative
company 's annual loss amounted eek 18mn compared profit eek 73 mn 2008,neutral
original name componenta àmñl subsidiary finnish componenta group changed àmñl component company seen 63 % growth q1 2010 comparison q1 2009,positive
helsinki afx salcomp mobile phone charger manufacturer said appointed markku hangasjarvi new ceo following resignation mat eriksson,neutral
navteq commanding lead installed map data system north american vehicle may leader turnbyturn navigation data offered service onstar north america said analyst phil magney telematics research group minnetonka minn,positive
company evaluated report include aladdin ca fsecure kaspersky marshal mcafee microsoft panda proofpoint sophos symantec trend micro tumbleweed websense,neutral
around 50 percent world 's roro fleet 25 year old need scrapped environmental reason,neutral
first quarter 2010 marktomarket result pretax profit eur 133 million versus loss eur 32 million period last year,positive
aldata solution oyj stock exchange release 11 august 2006 1100 aldata share subscribed 2003 stock option total 95000 new share aldata solution oyj subscribed company 's 2003a stock option,neutral
insolvency act regulates amount debt borrower permitted write,neutral
investment worth approximately eur 100mn,neutral
company presently examining whether project would financially feasible,neutral
also lemminkñinen 's profit accounting period went eur 31 mn eur 245 mn year ago,positive
start negotiation relating glaston 's efficiency program announced october,neutral
continued operation mean structure restructuring aspocomp group including aspocomp oulu headquarter operation,neutral
earnings per share eps amounted loss eur0 05,negative
reason behind estimate include rise 2008 rent level several fullyleased office retail property completed added company 's investment property portfolio,neutral
share carry right dividend shareholder right registration finnish trade register,neutral
$ nflx say 's time short point,negative
2nd raise year bvhealthcare $ qcor questcor increase quarterly cash dividend 20 percent httpstkscogoan,positive
aviva shuts friend life head office rapid integration move,neutral
move triggered weak demand forestry equipment uncertain market situation,neutral
however order received period review fell 17 % quarteronquarter eur 213 million recorded second quarter 2010,neutral
division also includes joint sale marketing controlling function unit,neutral
outotec 's delivery cover engineering supply construction circulating fluid bed calcination plant capacity 1600 ton alumina per day,neutral
result company temporarily layoff 25 % whole personnel approximately 270 person kirkkonummi nivala factory,neutral
result tax decreased nearly eur 145 mn compared nearly eur 20mn previous accounting period,negative
majority company 's personnel finland temporarily laid one six week period february june 2009 period,negative
company reported today operating loss eur0 1 net sale eur4 5 first quarter 2008,negative
gypsii mobile social networking application available china chinese english language support,neutral
qpr processguide available system solution centralized storage management process content well standalone desktop version qpr processguide xpress,neutral
x mark recall tesla recall modelx faulty 3rd row seat httpstcohsqdovry07 $ tsla httpstco4cs3cnzebb,negative
2001 agreement expired earlier month,neutral
loading $ spy $ aapl put think toppy imho,negative
far mr galvan able avoid laying worker,positive
measure result statutory joint negotiation employee started february concerned operation country,neutral
negotiation started neste oil anticipated 450 people would affected,neutral
according arokarhu purchase scanned cash register computer disappeared total sum key pressed,neutral
$ aapl double bottom could keep mind,positive
fsecure internet security 2010 security service surfing web online banking shopping email online activity,neutral
orion pharma 's operating profit increased 425 % 2004,positive
change take effect 1 january 2010 estimated impact number employee,neutral
recruitment related relocation stora enso 's research operation karlstad central sweden,neutral
operating loss totaled eur 25mn compared profit eur 63mn corresponding period 2005,neutral
profitability ebit % 136 % compared 143 % q2 2009,neutral
new representation extends comptel 's global presence total 18 country serving 250 customer 80 country worldwide,positive
elisa corporation disclose financial statement 2006 thursday 8 february 2007,neutral
company make garden tool scissors consumer good said earnings boosted 69 mln eur income received 167 pct shareholding finnish engineering group wartsila,positive
delivery scheduled summer autumn 2008,neutral
luleñ municipality awarded yit 2year contract property management one third municipality 's property total area 140000 sq metre,positive
gsk novartis complete deal reshape drugmakers,positive
expected online 2011,neutral
legal general arm buy 50 pct stake mediacityuk manchester,positive
quality charger chargz brand sold selected retail store sale location worldwide,neutral
passenger rise easyjet aer lingus,positive
operating profit rose eur 47 mn eur 46 mn,positive
central europe important market area honka,neutral
total $ 78 million invested project,neutral
motorola accounted 115 percent south korean handset market end april samsung held 55 percent lg electronics 19 percent according koreabased atlas research group,neutral
$ iff technical alert stochastic sell signal 200 dma support 50 dma support httpstkscop12qy,negative
basis competitive bidding ooo kitai stroi russian subsidiary china state construction engineering corporation construction company owned china state selected main constructor,neutral
british american tobacco drop sue pwc pollution scandal,negative
group posted net sale 353 mln euro $ 465 mln operating profit 760000 euro $ 10 mln 2005,neutral
clothing retail chain seppñlñ 's sale increased 8 % eur 1552 mn operating profit rose eur 311 mn eur 171 mn 2004,positive
facility consists seven year bullet term loan 200 mln euro $ 2924 mln 150 mln euro $ 2193 mln five year revolving credit facility,neutral
term profitability earnings 2007 best year history `` chief executive velimatti mattila said,positive
closing transaction took place today,neutral
addition 29 employee laid notice whole workforce laid short period needed,negative
annual report sent automatically shareholder holding least 2000 sampo plc share,neutral
upmkymmene one world 's leading printing paper producer production 15 country sale network covering 170 company,positive
stable outlook reflects nokia 's strong market position global mobile handset market strong cash flow generation conservative balance sheet ' said raab,positive
nokia continue invest future development qt benefit user commercial lgpl,positive
$ hitk resuming advance new historical high,positive
ntc geographical presence complement ramirent 's existing network brings u closer customer east bohemia region czechrepublic ``,positive
metso global supplier sustainable technology service mining construction power generation automation recycling pulp paper industry,neutral
biohit oyj develops manufacture market liquid handling product diagnostic test system use research healthcare industrial laboratory,neutral
new chairman board director mr chaim katzman give presentation answer question,neutral
viking line manages well current ferry,positive
dialing participant quote 877417 conference id,neutral
objective st petersburg office first boost company 's maintenance business,neutral
operating profit totaled eur 177 mn compared eur 176 mn corresponding period 2007,positive
net sale period expected fall well last year result nonrecurring item expected red,negative
expensive water brand finland moment ``,neutral
france tlcom spent time studying teliasonera potential takeover target shareholder want sell pellissier said,neutral
$ brkb $ spy time high tomorrow 150k share dec 13 2007,positive
salonen added data show producer ' pulp inventory north america declining ',negative
marimekko aim expand distribution network primarily increasing number concept store shopinshops,neutral
srv lowered net sale estimate whole 2008 due uncertainty housing sale,negative
$ awr standard poor 's affirms ' ' credit rating american state water company golden state water company httpstkscof2p94,positive
according ceo kai telanne company 's newspaper achieved best financial result ever,positive
seat belt recall care 'm buyer $ tsla,positive
randgold profit hit poor gold price dividend still increase,neutral
